Trace,Exp,Core_0_IPC,Core_1_IPC,Core_2_IPC,Core_3_IPC,Core_0_instructions,Core_1_instructions,Core_2_instructions,Core_3_instructions,Core_0_cycles,Core_1_cycles,Core_2_cycles,Core_3_cycles,Core_0_L2C_prefetch_issued,Core_1_L2C_prefetch_issued,Core_2_L2C_prefetch_issued,Core_3_L2C_prefetch_issued,Core_0_L2C_prefetch_useful,Core_1_L2C_prefetch_useful,Core_2_L2C_prefetch_useful,Core_3_L2C_prefetch_useful,Core_0_L2C_prefetch_useless,Core_1_L2C_prefetch_useless,Core_2_L2C_prefetch_useless,Core_3_L2C_prefetch_useless,Core_0_L2C_prefetch_late,Core_1_L2C_prefetch_late,Core_2_L2C_prefetch_late,Core_3_L2C_prefetch_late,Core_0_L2C_prefetch_filled,Core_1_L2C_prefetch_filled,Core_2_L2C_prefetch_filled,Core_3_L2C_prefetch_filled,Core_0_L2C_load_miss,Core_1_L2C_load_miss,Core_2_L2C_load_miss,Core_3_L2C_load_miss,Core_0_LLC_total_miss,Core_0_LLC_load_miss,Core_0_LLC_RFO_miss,Core_0_LLC_writeback_miss,Core_0_branch_prediction_accuracy,Core_1_branch_prediction_accuracy,Core_2_branch_prediction_accuracy,Core_3_branch_prediction_accuracy,meta_selected_tsetlin,meta_selected_linucb,meta_selected_stride,meta_selected_pct_tsetlin,meta_selected_pct_linucb,meta_selected_pct_stride,meta_total_invocations,meta_all_empty,meta_stride_fallback,meta_explore,meta_greedy,meta_loser_boost,meta_sticky_switches,Filter
473.astar-359B_4T,meta_selector,0.11253,0.11254,0.11254,0.11254,100000000,100000001,100000000,100000001,888646627,888551279,888547168,888565495,7996066,7981661,7957385,7980878,599798,581783,582796,595255,5042317,5098925,5055119,5030540,83049,86414,88050,85647,5644617,5683094,5640354,5628332,1992583,2003885,1994160,1993612,8523556,1295802,1543418,1775921,88.05452,88.05424,88.05428,88.05439,2067452,1976378,106844,49.810032,47.615829,2.574136,4150674,99485,106844,187546,3266062,344925,1132,0
483.xalancbmk-127B_4T,nopref,0.22026,0.22027,0.22118,0.22253,100000000,100000000,100000001,100000001,454006303,453997396,452130012,449384175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786353,2786045,2785849,2786170,2164277,2155738,5877,2662,99.09896,99.09898,99.10073,99.10203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483.xalancbmk-127B_4T,spp,0.21961,0.21896,0.21918,0.21944,100000001,100000001,100000000,100000000,455348756,456703174,456248954,455697512,704917,696263,704431,695911,3414,3377,3639,3620,799,772,842,809,925,903,912,916,4213,4152,4484,4429,2784513,2784274,2784975,2784302,2437650,2192244,5945,896,99.10005,99.09897,99.09935,99.09983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483.xalancbmk-127B_4T,bingo,0.25635,0.25608,0.25601,0.25618,100000003,100000000,100000001,100000001,390092755,390508720,390606986,390350865,9072718,9065385,9070632,9065903,241588,243202,243685,242701,153263,154426,153956,151328,56734,56903,56931,56859,394945,397851,397944,394173,2587932,2586476,2586513,2587599,8197788,1020534,8679,5692,99.09931,99.09899,99.09897,99.09913,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483.xalancbmk-127B_4T,mlop,0.24846,0.24832,0.24833,0.24823,100000002,100000002,100000000,100000001,402474179,402712414,402684868,402856543,4418764,4409008,4412645,4408758,2772,2815,2776,3069,3498,4110,3044,2780,536,260,523,298,6270,6925,5820,5849,2783317,2783393,2783858,2782753,4620792,1546231,7082,2819,99.09925,99.09905,99.09907,99.09897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483.xalancbmk-127B_4T,pythia,0.26382,0.26293,0.26307,0.2629,100000001,100000002,100000001,100000002,379039776,380328039,380124896,380366175,6202926,6772448,6652802,6687163,1164569,1196635,1195954,1197445,1708486,1787418,1782471,1786420,268215,272573,266652,265743,2874353,2985540,2980013,2985438,1894406,1855675,1858132,1856000,3416432,1324895,5365,3297,99.10039,99.09901,99.09925,99.09897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483.xalancbmk-127B_4T,linucb,0.2488,0.24962,0.24882,0.2495,100000002,100000001,100000000,100000002,401926328,400610976,401890299,400798153,3171752,3135837,3187936,3216515,824859,828014,829251,832051,1231501,1242322,1233493,1237419,216753,202819,221463,234780,2057761,2071209,2064055,2070383,2145361,2144978,2143784,2140569,3148169,1572897,5362,1486,99.09896,99.10028,99.099,99.10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483.xalancbmk-127B_4T,tsetlin,0.24011,0.24013,0.24025,0.24,100000001,100000000,100000002,100000000,416475780,416444117,416235312,416666546,5413679,5431857,5421885,5401027,1032971,1034602,1036700,1024772,2514553,2493782,2489211,2501757,123924,126454,126390,122418,3549295,3530082,3527481,3528661,1980320,1982460,1979024,1988102,4302512,1579092,4998,1535,99.09917,99.09919,99.09943,99.09896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483.xalancbmk-127B_4T,meta_selector,0.24992,0.24973,0.24958,0.2495,100000001,100000000,100000000,100000001,400122314,400437684,400669079,400798695,6347479,6333479,6337051,6341347,1144653,1143827,1141967,1146493,2429480,2421479,2427315,2418463,197096,201374,198721,198436,3575557,3566928,3570839,3567056,1892902,1892738,1896223,1892890,4174712,1435806,4979,1147,99.09968,99.09933,99.09911,99.09896,1693783,1674831,115922,48.608566,48.064678,3.326756,3484536,111768,115922,133379,2511576,264112,289,0
602.gcc_s-1850B_4T,nopref,0.22714,0.2272,0.2272,0.22713,100000003,100000001,100000000,100000000,440256117,440138315,440147671,440282184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776648,1776739,1776680,1776766,1779118,1775959,788,2371,96.286,96.286,96.28602,96.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.gcc_s-1850B_4T,spp,0.35762,0.35763,0.35761,0.35743,100000000,100000001,100000001,100000000,279623784,279619075,279636898,279771386,15405365,15392050,15250375,15388859,1190743,1190764,1190667,1189511,3313,3297,3306,3221,250556,250339,250289,250308,1194064,1194065,1193980,1192745,822206,822125,822652,822674,1797663,59009,254,447,96.2861,96.2861,96.28615,96.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.gcc_s-1850B_4T,bingo,0.37582,0.37585,0.3757,0.37577,100000000,100000003,100000003,100000001,266081823,266065211,266167833,266118057,2196163,2196092,2195246,2223826,2016832,2017112,2015665,2016778,40043,39255,39628,43212,948,923,1026,1094,2057053,2056536,2055480,2060147,93993,93623,94258,94167,1859195,64699,335,1067,96.28599,96.28599,96.286,96.28612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.gcc_s-1850B_4T,mlop,0.38176,0.38187,0.3819,0.38181,100000001,100000000,100000003,100000000,261941927,261871624,261851368,261908145,3156137,3157223,3163762,3149632,2085741,2086014,2085946,2086295,126467,117375,118716,112793,2186,2155,2164,2193,2212465,2203637,2204874,2199327,38849,39065,39170,39026,1834126,35648,9,493,96.286,96.28603,96.28602,96.28598,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.gcc_s-1850B_4T,pythia,0.37544,0.37547,0.37545,0.37555,100000003,100000000,100000001,100000003,266356796,266333143,266345089,266276779,11754574,11755943,11755329,11756617,2018367,2018841,2018906,2019273,24941,24712,24934,24939,66956,66656,66600,66616,2043430,2043668,2043949,2044334,106400,106057,105869,106104,1794776,39215,20,1893,96.286,96.28597,96.28602,96.28602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.gcc_s-1850B_4T,linucb,0.32654,0.32599,0.32631,0.3263,100000003,100000000,100000001,100000001,306243642,306753933,306461073,306471038,3629493,3707034,3647006,3549985,1486529,1471104,1476678,1500484,26509,28567,29251,31962,326152,330317,329068,261031,1513146,1499787,1506053,1532559,591077,602220,605080,567130,1790239,265452,119,2175,96.28624,96.28605,96.28608,96.28604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.gcc_s-1850B_4T,tsetlin,0.33698,0.33301,0.33473,0.33443,100000002,100000001,100000002,100000003,296754929,300289575,298744963,299014204,5163923,4974691,5093486,5047488,1637625,1586459,1612436,1608950,93075,95553,102809,104044,153245,127793,136001,122905,1730932,1682288,1715536,1713240,454495,475697,465834,459808,1803830,303088,103,1747,96.28675,96.286,96.28628,96.28624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.gcc_s-1850B_4T,meta_selector,0.35255,0.34918,0.35078,0.35091,100000002,100000003,100000003,100000001,283648090,286387527,285075088,284969760,7954598,7828855,8102558,8039581,1794239,1759660,1782923,1784492,94154,100098,106833,116659,123632,105673,104422,97903,1888635,1860095,1890038,1901517,310694,328457,315061,310404,1808061,188017,48,1690,96.2866,96.286,96.28627,96.28628,1976049,1135884,159848,60.396736,34.717606,4.885657,3271781,105323,159848,117896,2185292,230380,742,0
605.mcf_s-994B_4T,nopref,0.21622,0.21628,0.21627,0.2163,100000000,100000000,100000000,100000002,462492219,462356551,462389841,462330344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2509893,2510812,2510888,2510300,1671399,1627218,693,43488,92.543,92.5427,92.5427,92.54275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B_4T,spp,0.2191,0.21908,0.2191,0.21913,100000003,100000001,100000000,100000002,456402740,456444697,456405459,456346557,1719711,1686160,1673371,1681345,34917,31250,32585,34707,16910,15957,15968,16512,7800,7205,7191,7544,51858,47231,48580,51252,2487210,2490406,2488665,2487303,1971061,1565436,666,139,92.54285,92.54301,92.54289,92.5427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B_4T,bingo,0.15405,0.15361,0.15576,0.1535,100000001,100000003,100000000,100000002,649122652,651016037,642032476,651463226,16154130,16140730,16259666,16126523,290744,291222,297196,291514,129746,129919,131518,129328,329458,328808,330154,328528,421111,421596,428719,421269,2284250,2285105,2282510,2283172,13304688,1575364,1961,104591,92.53833,92.54291,92.52963,92.54309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B_4T,mlop,0.21109,0.21109,0.2111,0.21109,100000000,100000003,100000000,100000002,473741466,473729682,473715726,473735224,2210415,2216447,2212368,2207975,11672,11585,12449,12020,39836,39377,41498,38930,6431,6447,5865,6582,51940,50962,53947,50950,2512754,2514226,2512175,2511185,2694173,1562230,1045,31823,92.54304,92.54295,92.54288,92.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B_4T,pythia,0.218,0.21802,0.21803,0.21792,100000000,100000002,100000000,100000001,458721739,458669859,458654495,458882276,4710231,4751180,4770016,4675558,591630,592669,595599,591461,987923,979722,983163,993260,349491,349761,348622,347769,1581083,1573856,1580197,1586435,2209657,2197960,2199380,2214962,2451734,1295213,472,50182,92.54272,92.54276,92.5427,92.54305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B_4T,linucb,0.20758,0.2076,0.20755,0.2076,100000002,100000002,100000000,100000001,481740178,481696638,481804491,481691921,4081971,4083129,4086058,4087278,545220,545037,547059,547390,1754656,1754250,1755653,1754767,328890,330230,329440,329847,2301558,2300932,2304378,2303802,2363082,2363203,2360685,2359531,3086472,1444782,590,53846,92.54278,92.54271,92.54303,92.54273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B_4T,tsetlin,0.18579,0.1849,0.18806,0.18511,100000002,100000000,100000001,100000003,538233259,540825200,531748010,540207924,6626031,6616177,6679501,6607456,306533,311010,309662,308481,4609376,4596633,4637714,4585782,143006,143292,145263,143372,4918167,4910117,4949343,4896852,2757962,2758876,2752369,2757600,5768422,1990287,641,61025,92.53734,92.54306,92.52972,92.54213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B_4T,meta_selector,0.18896,0.189,0.18984,0.19233,100000000,100000000,100000003,100000002,529208764,529090007,526763887,519932101,7832497,7830662,7834949,7881672,498642,496371,496642,495262,4417150,4407092,4408418,4419717,276559,275225,276445,277925,4918327,4905906,4907357,4917097,2617989,2612126,2611147,2605849,5487382,1780052,640,63462,92.543,92.54273,92.53754,92.52989,2049372,2214581,119315,46.754429,50.523514,2.722056,4383268,118472,119315,195692,3391729,358326,443,0
620.omnetpp_s-141B_4T,nopref,0.22552,0.22614,0.22555,0.22614,100000002,100000000,100000000,100000001,443427786,442205461,443368949,442206371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323471,1321470,1322130,1322510,1210458,902869,118283,189306,96.09912,96.10213,96.09939,96.10213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620.omnetpp_s-141B_4T,spp,0.22678,0.22602,0.22593,0.22678,100000000,100000000,100000001,100000001,440952301,442445214,442607084,440952553,400565,398853,399240,400552,137,121,146,141,102,136,129,127,36,50,54,54,239,257,275,268,1319932,1320355,1320994,1321925,1297893,866320,118021,166091,96.10092,96.09956,96.09911,96.10093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620.omnetpp_s-141B_4T,bingo,0.23284,0.23282,0.23282,0.23283,100000002,100000000,100000002,100000000,429487798,429509257,429521458,429501725,4147704,4123057,4131051,4143634,299259,299089,297816,298920,412622,412654,408791,409495,5398,5425,5383,5364,712573,712470,707314,709104,1115654,1114487,1116088,1114791,2596861,542572,93361,122200,96.09938,96.09919,96.09911,96.09929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620.omnetpp_s-141B_4T,mlop,0.22721,0.22714,0.22713,0.22714,100000000,100000000,100000000,100000003,440112809,440254193,440283260,440258159,1546036,1543335,1548209,1529521,0,0,207,218,0,0,531,573,0,0,11,12,0,0,738,791,1322570,1321227,1322645,1322091,1930744,745145,90857,167119,96.09958,96.09932,96.09912,96.09934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620.omnetpp_s-141B_4T,pythia,0.23188,0.23175,0.23151,0.2316,100000000,100000000,100000001,100000000,431259550,431502527,431944559,431771293,2245405,2209203,2199553,2212732,437549,433550,429569,432971,913237,907231,899287,910558,17450,17770,17730,17796,1352032,1342054,1330130,1344845,1079162,1081913,1085034,1084303,1705501,678311,95105,176549,96.10114,96.10033,96.09912,96.09956,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620.omnetpp_s-141B_4T,linucb,0.22926,0.22937,0.2296,0.22962,100000001,100000000,100000001,100000002,436184113,435982104,435544240,435499693,1884280,1890368,1890255,1887794,311386,314755,310474,313065,829761,835105,840984,838575,19967,19990,20059,20033,1142330,1150992,1152657,1152819,1171777,1169518,1169339,1169364,1659785,750566,101107,176311,96.09912,96.09958,96.10104,96.10114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620.omnetpp_s-141B_4T,tsetlin,0.22142,0.22121,0.22121,0.22121,100000000,100000002,100000000,100000000,451623850,452051930,452053472,452065446,3565153,3558481,3553099,3563067,328787,328070,325763,328078,2436097,2429603,2429790,2440743,12008,12450,12061,12157,2766911,2759802,2757815,2770911,1220449,1222560,1222948,1221124,2789031,770366,103356,194691,96.10034,96.09924,96.09921,96.0991,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620.omnetpp_s-141B_4T,meta_selector,0.22418,0.22374,0.2241,0.22382,100000000,100000000,100000000,100000003,446074576,446953814,446224741,446787452,4122945,4101281,4114519,4100616,429259,414087,421659,410076,2342784,2371091,2357992,2371011,19306,18478,19499,18379,2774047,2787314,2781689,2783142,1154502,1169194,1160113,1167363,2659436,718328,97786,188000,96.10161,96.09914,96.1012,96.09958,1077456,1056481,109227,48.032867,47.097801,4.869328,2243164,108716,109227,92621,1464220,155553,747,0
